0,1,2,3,4,5,6,7,8,10,12,15,16,17,18,19,20,21,22,24,25,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,55,59,60,65,66,69,70,72,74,79,80,82,83,84,85,86,87,88,90,91,92,93,96,97,98,99,100,110,111,130,150,205,210,215,222,229,240,242,243,245,246,247,249,250,255,256,257,260,263,264,265,270,297,299,300,306,310,321,330,336,337,339,340,341,344,345,346,347,362,365,366,369,370,380,381,382,383,384,385,386,388,418,440,449,450,490,499,500,501,502,503,504,505,506,507,508,509,510,511,513,515,516,518,519,520,521,522,525,526,530,532,533,534,535,536,538,540,541,542,544,545,546,547,548,550,552,555,556,561,562,580,581,583,585,586,588,590,591,592,593,594,595,596,598,599,600,605,610,611,630,640,648,650,651,653,655,656,657,658,666,690,699,700,701,710,711,712,720,730,733,740,751,752,753,760,765,767,770,772,773,775,776,777,780,785,787,799,800,810,811,830,846,850,852,853,856,859,860,863,866,880,886,887,889,890,891,899,900,901,902,904,906,907,908,909,910,914,915,920,922,923,925,926,929,930,932,935,936,938,939,943,945,946,947,948,950,952,953,955,959,963,975,978,980,983,984,987,988,991,992,994,995,996,997,998,338
00955cam a2200337   4500,628,,,,2.01609E+13,,,760105s1974\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7527406;\\$a20795,,,,\9$y200404091852$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a362.9713521,,,,,,,00$a362/.9713521 /D628$bHA,,00$aCAOH$b1,,,,,,,,,,,,,,,,,,,00$aDirectory of health care services in Hamilton and District.,,,,,,,,,,"\1$aHamilton, Ont. :$bCentral Information Service,$c1974.",,,,,\\$a115 pages,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aCommunity health services$zOntario$zHamilton$vDirectories.,"\0$aHamilton (Ont.)$xImprints, 1974.",,,,,,,,,,,"2\$aCentral Information Service (Hamilton, Ont.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20795,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20795,,,,,,,,\\$avolume$bnc$2rdacarrier
01145cam a2200349   4500,629,,,,2.01609E+13,,,781005s1977\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7527456;\\$a20834,,,,\9$y200404091855$zVLOAD,\\$dUtOrBLW,,,,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a361.7,,,,,,,00$a361.7/B156$bHA,,,,,,,,"1\$aBailey, Vikki.",,,,,,,,,,,,,10$aMatching client - volunteer :$bsummary of a draft /$cprepared by Vikki Bailey with assistance from Doris Obernier.,,,,,,,,,,"\1$a[Hamilton, Ont.] :$bVolunteer Bureau, Social Planning and Research Council of Hamilton and District,$c1977.",,,,,\\$a9 unnumbered leaves.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aVolunteer workers in social service.,"\0$aHamilton (Ont.)$xAuthors$xBailey, Vikki.;\0$aHamilton (Ont.)$xImprints, 1977.",,,,,,,,,,,2\$aSocial Planning and Research Council of Hamilton and District.$bVolunteer Bureau.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20834,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20834,,,,,,,,\\$avolume$bnc$2rdacarrier
01180cam a2200361   4500,630,,,,2.01609E+13,,,791019s1978\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7527538;\\$a20897,,,,\9$y200404091902$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,04$a362.971352,,,,,,,00$a362/.971352/M124$bHA,,,,,,,,"1\$aMcCabe, Sandy.",,,,,,,,,,,,,10$aSkills bank /$cprepared and submitted by Sandy McCabe for the Volunteer Bureau of the Social Planning and Research Council of Hamilton and District.,,,,,,,,,,"\1$aHamilton, Ont. :$bVolunteer Bureau,$c1978.",,,,,\\$a12 leaves in various foliations.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aVolunteer workers in social service$zOntario$zHamilton.,"\0$aHamilton (Ont.)$xAuthors$xMcCabe, Sandy.;\0$aHamilton (Ont.)$xImprints, 1978.",,,,,,,,,,,2\$aSocial Planning and Research Council of Hamilton and District.$bVolunteer Bureau.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20897,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20897,,,,,,,,\\$avolume$bnc$2rdacarrier
01246cam a2200373   4500,632,,,,2.01609E+13,,,791019s1978\\\\onc\\\\\\b\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7527598;\\$a20942,,,,\9$y200404091908$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,04$a309.250971352,,,,,,,00$a309/.25097135/SO13P$bHA,,,,,,,,,2\$aSocial Planning and Research Council of Hamilton and District.$bPlanning Model Committee.,,,,,,,,,,,,10$aProgress report of the Planning Model Committee.,,,,,,,,,,"\1$aHamilton, Ont. :$bSocial Planning and Research Council of Hamilton and District,$c1978.",,,,,\\$a23 leaves.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title.,,,,\\$aBibliography: p. 11-12.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aRegional planning$zOntario$zHamilton-Wentworth.,"\0$aHamilton-Wentworth (Ont.)$xSocial policy.;\0$aHamilton (Ont.)$xAuthors$xSocial Planning and Research Council of Hamilton District. Planning Model Committee.;\0$aHamilton (Ont.)$xImprints, 1978.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20942,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20942,,,,,,,,\\$avolume$bnc$2rdacarrier
01205cam a2200397 a 4500,633,,,,2.01609E+13,,,730926s1972\\\\enka\\\e\b\\\\\\\\0\eng\d,\\$a   73169135,,\\$aGB***,,,,,\\$a0116704071,,,,,,,,,,,,\\$a7527616;\\$a20956,,,,\9$y200404091910$zVLOAD,\\$aLC$dUtOrBLW,,,\\$ae-uk---,,,,,,\\$aOLU$bENG,\0$aNK7415.G7$bH64,,,,,,,,,,,,,,0\$a739.27/0942$220,,,,,,,10$a739.270942 HOL,,,,,,,,"1\$aHolmes, Martin R.,$d1905-1997.",,,,,,,,,,,,,"14$aThe English regalia :$btheir history, custody & display /$cby Martin Holmes and H. D. W. Sitwell. -.",,,,,,,,,,"\1$aLondon :$bH.M. Stationery Off,$c1972. --",,,,,"\\$aix, 83 pages :$billustrations (part color) ;$c29 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aIncludes bibliographical references.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aCrown jewels$zGreat Britain$xHistory.;\0$aRegalia (Insignia)$zGreat Britain$xHistory.,,,,,,,,,,"1\$aSitwell, H. D. W.$q(Hervey Degge Wilmot),$d1896-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20956,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20956,,,,,,,,\\$avolume$bnc$2rdacarrier
01195cam a2200361   4500,634,,,,2.01609E+13,,,791019s1978\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7527648;\\$a20977,,,,\9$y200404091913$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,04$a309.25097135,,,,,,,00$a309/.25097135/SO13S$bHA,,,,,,,,,2\$aSocial Planning and Research Council of Hamilton and District.,,,,,,,,,,,,10$aSocial impact :$bdraft regional development pattern vs the City of Hamilton submission.,,,,,,,,,,"\1$aHamilton, Ont. :$bSocial Planning and Research Council of Hamilton and District,$c1978.",,,,,\\$a10 leaves.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aRegional planning$zOntario$zHamilton-Wentworth.,"\0$aHamilton-Wentworth (Ont.)$xSocial policy.;\0$aHamilton (Ont.)$xAuthors$xSocial Planning and Research Council of Hamilton and District.;\0$aHamilton (Ont.)$xImprints, 1978.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20977,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20977,,,,,,,,\\$avolume$bnc$2rdacarrier
01133cam a2200397   4500,635,,,,2.01609E+13,,,740723s1973\\\\nyua\\\\\\\\\\\\1\0\eng\d,\\$a   74174326,,,,,,,\\$a0529050749:,,,,,,,,,,,,\\$a7527670;\\$a20995,,,,\9$y200404091914$zVLOAD,\\$aLC$dUtOrBLW,,,,,,,,,\\$aOLU$bENG,\0$aQL121$b.C68 1973b,,,,,,,,,,,,,,0\$a591.5/9,,,,,,,10$a591.59 COU,,,,,,,,"1\$aCousteau, Jacques,$d1910-1997.",,,,,,,,,,,,,10$aInvisible messages / Jacques Yves Cousteau.,,,,,,,,,,"\1$aNew York :$bWorld Pub.,$c[1973].-",,,,,\\$a144 pages :$bcolor illustrations ;$c28 cm.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aHis The Ocean world of Jacques Cousteau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a7.95,,,,,,,,\0$aMarine animals$xBehavior.;\0$aAnimal communication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1\$aCousteau, Jacques,$d1910-1997.$tOcean world ;$vv. 7.;1\$aCousteau, Jacques,$d1910-1997.$tOcean world.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20995,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a20995,,,,,,,,\\$avolume$bnc$2rdacarrier
01605cam a2200445   4500,636,,,,2.01609E+13,,,791019s1978\\\\onc\\\\\\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7527716;\\$a21034,,,,\9$y200404091919$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,04$a361/.05,,,,,,,00$a362/.9713521/ST31$bHA,,,,,,,,"1\$aSteckenreiter, Peter.",,,,,,,,,,,,,"10$aSocial Planning and Research Council response to the City of Hamilton's Planning and Development Department's report regarding zoning by-laws and the provision of residential-care facilities /$cPeter Steckenreiter, Donna Berman, Mark Goldenberg.",,,,,,,,,,"\1$aHamilton, Ont. :$bSocial Planning and Research Council of Hamilton and District,$c1978.",,,,,\\$a5 leaves.,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aCover title.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aInstitutional care$zOntario$zHamilton.;\0$aNursing homes$zOntario$zHamilton.;\0$aHalfway houses$zOntario$zHamilton.;\0$aZoning law$zOntario$zHamilton.,"\0$aHamilton (Ont.)$xAuthors$xSteckenreiter, Peter.;\0$aHamilton (Ont.)$xAuthors$xBerman, Donna.;\0$aHamilton (Ont.)$xAuthors$xGoldenberg, Mark.;\0$aHamilton (Ont.)$xImprints, 1978.",,,,,,,,,"1\$aBerman, Donna.;1\$aGoldenberg, Mark.",,2\$aSocial Planning and Research Council of Hamilton and District.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21034,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21034,,,,,,,,\\$avolume$bnc$2rdacarrier
01058cam a2200397   4500,638,,,,2.01609E+13,,,711020s1970\\\\oncac\\e\b\\\\\\1\0\eng\d,\\$a   76851779,,,\\$aC***,,,,\\$a0771058152,,,,,,,,,,,,\\$a7527801;\\$a21091,,,,\9$y200404091924$zVLOAD,\\$aLC$dUtOrBLW,,,\\$an-cn---,,\\$ax-x-,,,,\\$aoh$beng,\0$aND245.5.S4$bM4,,,,,,,,,,,,,,0\$a759.11,,,,,,,10$a759.11 GROUP MEL,,,,,,,,"1\$aMellen, Peter.",,,,,,,,,,,,,14$aThe Group of Seven /$cPeter Mellen.,,,,,,,,,,"\1$aToronto :$bMcClelland and Stewart,$c1970. --",,,,,"\\$a231 pages :$billustrations (some color), portraits ;$c33 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aBibliography: p. 222-227.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$aGroup of Seven (Group of artists),,,,,"\0$aPainting, Canadian$y20th century.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21091,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21091,,,,,,,,\\$avolume$bnc$2rdacarrier
01486cam a2200397   4500,639,,,,2.01609E+13,,,781006s1976\\\\onc\\\\\\r\\\\\\\\0\eng\d,,,,\\$a770116760,,,,,,,,,,,,,,,,\\$a7527949;\\$a21203,,"\\$bSocial Planning and Research Council of Hamilton and District, 153 1/2 King St. East, Hamilton, Ont. L8N 1B1",,\9$y200404091939$zVLOAD,\\$aCaOONL$beng$dUtOrBLW;\\$aNLC,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,02$aHV746*,,,,,,,,,,,0\$a362.7/025/71352,,,,,,,10$a362.70257135 SOC,,,,,,,,,2\$aSocial Planning and Research Council of Hamilton and District.,,,,,,,,,,,,10$aResources for children with learning or emotional problems :$bsome suggestions for parents /$cSocial Planning and Research Council of Hamilton and District.,,,,,,,,,,"\1$aHamilton, Ont. :$bSocial Planning and Research Council of Hamilton and District,$c[1976?]",,,,,\\$a27 pages ;$c28 cm,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aSocial work with youth$zOntario$zHamilton$vDirectories.,"\0$aHamilton (Ont.)$xAuthors$xSocial Planning and Research Council of Hamilton and District.;\0$aHamilton (Ont.)$xImprints, 1976.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$zName changed 1966 from Social Planning Council of Hamilton and District.,\\$a21203,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21203,,,,,,,,\\$avolume$bnc$2rdacarrier
01207cam a2200409   4500,642,,,,2.01609E+13,,,751030s1973\\\\oncb\\\\\b\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7528017;\\$a21256,,,,\9$y201207231102$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoh$beng,,,,,,,,,,,,,,,0\$a352.071352,,,,,,,00$a352/.071352 /REG$bHA;00$a352/.071352 /REG$bMA;00$a352/.071352 /REG$bRH;00$a352/.071352 /REG$bWE,,,,,,,,,,,,,,,,,,,,,00$aRegional government : an attitudinal survey of the Hamilton-Wentworth region :$bSurvey Dundas report.$pBy Manisha Bhargava ... [et al.].,,,,,,,,,,"\1$aDundas, Ont. :$bSurvey Dundas,$c1973.",,,,,"\\$av,93 pages :$bmaps",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aOpportunities for Youth project.,,,,\\$aIncludes bibliography.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\0$aLocal government$zOntario.;\0$aRegional planning$zOntario.,\0$aHamilton-Wentworth (Ont.),,,,,,,,,"1\$aBhargava, Manisha.",,2\$aSurvey Dundas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21256,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21256,,,,,,,,\\$avolume$bnc$2rdacarrier
01240cam a2200373 a 4500,644,,,,2.01609E+13,,,760225s1967\\\\oncABCHe\\\\\\\\\\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7528203;\\$a21396,,,,\9$y200404091959$zVLOAD,\\$dUtOrBLW,,,\\$an-cn---,,\\$aw4x6,,,,\\$aoh$beng,,,,,,,,,,,,,,,04$a368.32$220,,,,,,,0\$a368.32/CAN$bCESH$fR$p2;0\$a368.32/CAN$bCE,,,,,,,,,2\$aCanada Life Assurance Company.,,,,,,,,,,,,"10$aSince 1847, the Canada Life story :$ban authentic and often colorful account of the first Canadian life assurance company from its founding at Hamilton in the Province of Canada in 1847 to the present day.",,,,,,,,,,"\1$a[Toronto] :$b[CLA],$c[1967]",,,,,"\\$a48 pages :$billustrations, maps, portraits, facsimiles",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$aCanada Life Assurance Company$xHistory.;20$aCanada Life Assurance Company.,,,,,\0$aInsurance companies$zOntario$xHistory.,\0$aHamilton (Ont.)$xAuthors$xCanada Life Assurance Company.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21396,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21396,,,,,,,,\\$avolume$bnc$2rdacarrier
01178cam a2200433 a 4500,645,,,,2.01609E+13,,,790215s1978\\\\paua\\\\\e\\\\\\\\0\eng\d,\\$a   77025915,,,,,,,\\$a0878572252$c24.95,,,,,,,,,,,,\\$a7528275;\\$a21455,,,,\9$y200404092004$zVLOAD,\\$aLC$dUtOrBLW,,,,,,,,,\\$aooc$beng,\0$aSB453.5$b.E5 1978,,,,,,,,,,,,,,0\$a631.5/8$220,,,,,,,00$a631.8/ENC$bCER$fR;10$a631.8/ENC$bCN;10$a631.8/ENC$bBAR;10$a631.8/ENC$bKE;10$a631.8/ENC$bTER;10$a631.8/ENC$bTE,,,,,,,,,,,,,,,,,,,,,04$aThe Encyclopedia of organic gardening /$cby the staff of Organic gardening magazine.,,,,\\$aNew revised edition.,,,,,,"\1$aEmmaus, Pa. :$bRodale Press,$c[1978]--;\4$c©1978",,,,,"\\$ax, 1,236 pages :$billustrations ;$c24 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a24.95,,,,,,,,\0$aOrganic gardening$vDictionaries.,,,,,,,,,,,,,,,,0\$aOrganic gardening.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21455,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21455,,,,,,,,\\$avolume$bnc$2rdacarrier
00994cam a2200361   4500,646,,,,2.01711E+13,,,731105s1973\\\\oncac\\\\\\\\\001\p\eng\d,,,,\\$a740000586,,,,\\$c50c. (pa. :),,,,,,,,,,,,\\$a7528284;\\$a21462,,"\\$bCharasee Press, P.O. Box 909, Hamilton, Ont.",,,\\$aNLC$dUtOrBLW,,,,,,,,,,,,,02$aPS8563*,,,,,,,,,,,0\$aC811/.5/4,,,,,,,\\$a819.1/G874B HA,,,,,,,,"1\$aGrieveson, Brian.",,,,,,,,,,,,,10$aBaba.$nBy Brian Grieveson.,,,,,,,,,,"\1$a[Hamilton, Ont.] :$bCharasee Press,$c[1973]",,,,,"\\$a20 unnumbered pages :$billustrations, portrait ;$c43 cm",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$aA poem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aHamilton (Ont.)$xAuthors$xGrieveson, Brian, 1945-;\0$aHamilton (Ont.)$xImprints, 1973.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21462,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21462,,,,,,,,\\$avolume$bnc$2rdacarrier
01158cam a2200373   4500,647,,,,2.01609E+13,,,750625s1963\\\\onc\\\\\\b\\\s\\1\0\eng\c,,,,,,,,,,,,,,,,,,,,\\$a7528358;\\$a21522,,,,\9$y200404092012$zVLOAD,\\$dUtOrBLW,,,\\$an-cn-on,,,,,,\\$aoty$beng,,,,,,,,,,,,,,,04$a557.13,,,,,,,00$a553/ONT/NO.16$bCESH,,,,,,,,"1\$aKarrow, Paul Frederick,$d1930-",,,,,,,,,,,,,10$aPleistocene geology of the Hamilton-Galt area.$nBy P. F. Karrow.,,,,,,,,,,"\1$aToronto :$bF. Fogg, Printer to the Queen,$c1963.",,,,,"\\$avi, 68 pages :$billustrations (some folded), maps (2 folded, 2 color folded in pocket).",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,1\$aOntario Dept. of Mines. Geological report ;$vno. 16,,,,,,\\$aBibliography: p. 62-64.;\\$aIncludes index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aGeology, Stratigraphic$yPleistocene.;\0$aGeology$zOntario, Southern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\0$aGeological report (Toronto, Ont.) ;$v16.",,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21522,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21522,,,,,,,,\\$avolume$bnc$2rdacarrier
01074cam a2200385   4500,648,,,,2.0181E+13,,,770425s1976\\\\nyu\\\\j\\\\\\\\\\1\eng\d,\\$a   76014802,,,,,,,\\$a0690012675$z0690012683,,,,,,,,,,,,\\$a7528455;\\$a21586,,,,\9$y200404092021$zVLOAD,\\$aLC$dUtOrBLW,,,,,,,,,\\$aoh$beng,\0$aPZ7.H735$bCh,,,,,,,,,,,,,,0\$a[E],,,,,,,10$aHOL,,,,,,,,"1\$aHolmes, Efner Tudor.",,,,,,,,,,,,,14$aThe Christmas cat /$cby Efner Tudor Holmes ; illustrated by Tasha Tudor.,,,,,,,,,,"\1$aNew York :$bCrowell,$c[1976]",,,,,\\$a23 unnumbered pages :$bcolor illustrations,,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"\\$aOn one cold Christmas eve, an abandoned cat and a little boy receive a bit of seasonal magic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a5.95,,,,,,,,,,,\7$aChristmas fiction$2lcgft,,,,,,,"1\$aTudor, Tasha.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21586,,,,\\$aj,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21586,,,,,,,,\\$avolume$bnc$2rdacarrier
01043cam a2200361   4500,649,,,,2.01609E+13,,,740919s1932\\\\onc\\\\\\\\\\\\\\\0\eng\e,\\$a   33015842,,,,,,,,,,,,,,,,,,,\\$a7528462;\\$a21590,,,,\9$y200404092022$zVLOAD,\\$aPre 56$dUtOrBLW,,,,,\\$aw3x3,,,,\\$aostcb$beng,\0$aHG2710.H34$bB3,,,,,,,,,,,,,,0\$a332.10971,,,,,,,00$a332/.10971 /B226$bCA$c1-2,,00$aCAOH$b1,,,,,,,2\$aBank of Nova Scotia.,,,,,,,,,,,,"14$aThe Bank of Nova Scotia, 1832-1932.$nBank of Nova Scotia. -.",,,,,,,,,,"\1$a[Place of publication not identified] :$b[publisher not identified],$c1932.;\3$aToronto :$bPhoto Engravers & Electrotypers",,,,,"\\$a166 pages, 4 unnumbered pages :$billustrations, portraits",,,,,\\$atext$btxt$2rdacontent,\\$aunmediated$bn$2rdamedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20$aBank of Nova Scotia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21590,,,,,\\$aMARS,\\$aRDA ENRICHED,,,,,,,,,,,,,,,,,,,,,,,,,\\$a21590,,,,,,,,\\$avolume$bnc$2rdacarrier
